district_name,C14p,C14p,Voters,workers,turnout,totalturnout,Percentage,Invalid,Valid,C14,C10
السويس,95.84,4.16,56470,98,30326,30424,53.88,2149,28275,27100,1175
الاربعين,96.35,3.65,173147,248,79964,80212,46.33,5537,74675,71947,2728
عتاقه,94.84,5.16,11378,17,5068,5085,44.69,430,4655,4415,240
فيصل,95.64,4.36,102927,142,48643,48785,47.40,4042,44743,42791,1952
الجناين,96.55,3.45,57948,82,22207,22289,38.46,1233,21056,20329,727
