district_name,C14p,C14p,Voters,workers,turnout,totalturnout,Percentage,Invalid,Valid,C14,C10
الفيوم,96.01,3.99,242528,412,105746,106158,43.77,6045,100113,96121,3992
مركز الفيوم,96.65,3.35,245146,420,76113,76533,31.22,3898,72635,70201,2434
مركز ابشواى,95.42,4.58,197203,348,51792,52140,26.44,3386,48754,46519,2235
مركز اطسا,96.31,3.69,323703,661,87028,87689,27.09,4733,82956,79895,3061
مركز سنورس,95.62,4.38,281672,498,83488,83986,29.82,4829,79157,75689,3468
مركز طاميه,96.31,3.69,199225,345,59696,60041,30.14,3071,56970,54867,2103
مركز يوسف الصديق,95.78,4.22,166589,326,37623,37949,22.78,2560,35389,33896,1493
