district_name,C14p,C10p,Voters,workers,turnout,totalturnout,Percentage,Invalid,Valid,C14,C10
مركز بلاط,91.41,8.59,8910,30,2935,2965,33.28,393,2572,2351,221
الواحات الخارجه,95.74,4.26,56636,91,26483,26574,46.92,1258,25316,24237,1079
م الواحات الداخله,96.48,3.52,57932,97,26311,26408,45.58,1550,24858,23983,875
مركز الفرافره,92.53,7.47,18392,33,5818,5851,31.81,325,5526,5113,413
مركز باريس,96.18,3.82,7973,17,3616,3633,45.57,202,3431,3300,131
