district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Aswan 1,اول أسوان,51.3,48.7,112375,51912,1472,47.5,25300,26612
Aswan 2,ثان أسوان,58.2,41.8,99973,43092,1046,44.1,18012,25080
Aswan district,مركز أسوان,59.7,40.3,42694,16171,520,39.1,6523,9648
daraw district,مركز دراو,57.9,42.1,73915,24107,512,33.3,10147,13960
Kum Imbu district,مركز كوم امبو,50,50,203548,70888,1602,35.6,35426,35462
Edfu district,مركز ادفو,46.2,53.8,260284,91674,2021,36,49292,42382
Nasr el-Nuba district,مركز نصر النوبه,59.8,40.2,63198,18950,560,30.9,7626,11324
Abu Sumbol district,مركز ابوسمبل,56.8,43.2,1997,630,43,33.7,272,358
