district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Luxor,الأقصر,39.7,60.3,138886,65739,1637,48.5,39609,26130
Luxor district,مركز الأقصر,55,45,85475,32181,737,38.5,14487,17694
Tiba,طيبه,66.3,33.7,38862,13594,304,35.8,4577,9017
Qurna district,مركز القرنه,41.6,58.4,91609,34500,1031,38.8,20164,14336
Aramant district,مركز ارمنت,47.3,52.7,92509,37283,901,41.3,19633,17650
Isna district,مركز اسنا,48.5,51.5,225471,81056,2171,36.9,41763,39293
