district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Mount Sinai,طور سيناء,47.6,52.4,24142,9970,311,42.6,5228,4742
Ras Sedr,راس  سدر,58.7,41.3,9725,3923,107,41.4,1622,2301
Abou Redis,ابورديس,52.8,47.2,8696,2927,60,34.3,1381,1546
Saint Catherine,سانت كاترين,48.7,51.3,2800,1547,57,57.3,794,753
Sharm el-Sheikh,شرم الشيخ,41,59,7495,2913,91,40.1,1720,1193
Dahab,دهب,52.9,47.1,5097,1937,62,39.2,913,1024
Nuweiba,نويبع,47.1,52.9,4355,1493,45,35.3,790,703
Taba,طابا,75,25,98,32,0,32.7,8,24
