district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Damietta 1,اول دمياط,51.5,48.5,65353,36492,2073,59,17706,18786
Damietta 2,ثان دمياط,58.4,41.6,79289,43538,1983,57.4,18110,25428
Rass El Barr,راس البر,47,53,8339,4007,172,50.1,2122,1885
New Damietta,دمياط الجديده,68.1,31.9,20041,12407,609,64.9,3959,8448
Damietta district,مركز دمياط,60.9,39.1,220489,122704,3732,57.3,48000,74704
Kafr Saad district ,مركز كفر سعد,54.1,45.9,145305,78511,1782,55.3,36070,42441
Kafr Battikh district,مركز كفر البطيخ,58,42,59252,31300,631,53.9,13152,18148
Farskhour district,مركز فارسكور,48.9,51.1,158883,80243,2191,51.9,41040,39203
Ezzarqa district ,مركز الزرقا,56.4,43.6,94707,52201,1396,56.6,22769,29432
