district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Marsa Matrouh,مرسى مطروح,72.5,27.5,102823,42885,892,42.6,11793,31092
 Negelah ,النجيله,98,2,7059,2397,31,34.4,49,2348
Siwa,سيوه,97.6,2.4,12725,6824,93,54.4,161,6663
El Hammam,الحمام,82.2,17.8,33573,14000,340,42.7,2494,11506
El Alamein,العلمين,84.8,15.2,3937,1633,62,43.1,249,1384
El Salloum,السلوم,90.5,9.5,7568,2047,27,27.4,195,1852
Sidi Barrani,سيدى برانى,92.8,7.2,16266,3811,60,23.8,275,3536
El Dabaa,الضبعه,87.8,12.2,20182,7645,124,38.5,931,6714
