district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Beni Suef,بني سويف,48.5,51.5,155268,99992,2872,66.2,51533,48459
Beni Suef el-Gedida,بني سويف الجديده,56,44,3780,2601,59,70.4,1145,1456
Beni Suef district,مركز بني سويف,60.7,39.3,185501,103808,2742,57.4,40846,62962
Nasser district,مركز ناصر,71.6,28.4,170845,95746,2541,57.5,27216,68530
Samasta district,مركز سمسطا,81.4,18.6,118545,60603,3430,54,11288,49315
Heracleopolis district,مركز اهناسيا,71.8,28.2,169101,83588,2780,51.1,23604,59984
Biya district,مركز ببا,66.3,33.7,203998,107953,3633,54.7,36403,71550
El wasty district,مركز الواسطى,72.7,27.3,215237,118322,3282,56.5,32258,86064
El Feshn district,مركز الفشن,65.2,34.8,198732,97729,2922,50.6,33970,63759
