district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
El Suez,السويس,52.9,47.1,54003,30252,1618,59,14254,15998
El Arbeen ,الاربعين,62.4,37.6,166718,88002,2976,54.6,33069,54933
Faysal,فيصل,64.4,35.6,98641,56008,2163,59,19964,36044
El Genayen,الجناين,70.7,29.3,54547,27444,641,51.5,8032,19412
Ataka,عتاقه,66.8,33.2,7389,4257,152,59.7,1415,2842
