district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
Ismailia 1,الاسماعيليه اول,45.5,54.5,39998,22478,1316,59.5,12243,10235
Ismailia 2,الاسماعيليه ثان,50.7,49.3,148224,81420,3140,57,40167,41253
Ismailia 3,الاسماعيليه ثالث,52.1,47.9,73274,44973,2310,64.5,21526,23447
El Antara East,القنطره شرق,56.6,43.4,27444,13986,304,52.1,6063,7923
Abu Sweer ,ابو صوير,59.9,40.1,83343,42336,955,51.9,16990,25346
Ismailia district,مركز الاسماعيليه,63,37,80443,43571,1004,55.4,16121,27450
Fayed district,مركز فايد,58,42,68596,33676,743,50.2,14154,19522
Tall al kabir,مركز التل الكبير,49.5,50.5,110194,58658,1107,54.2,29608,29050
El antara West district,مركز القنطره غرب,56.6,43.4,68032,35478,763,53.3,15397,20081
