district_name_en,district_name,C13p,C9p,Voters,Valid,Invalid,Percentage,C9,C13
El Sharq,الشرق,35,65,34478,19790,1520,61.8,12862,6928
El Arab,العرب,41.4,58.6,53037,28489,1814,57.1,16695,11794
El Manakh,المناخ,43,57,76771,40514,2033,55.4,23085,17429
E l Dhawahy,الضواحى,51,49,60280,33194,1586,57.7,16280,16914
Bur Fouad,بورفؤاد,49.8,50.2,52342,32059,2469,66,16103,15956
Bur Fouad 2,ثان بورفؤاد,50.3,49.7,3631,2175,118,63.2,1082,1093
Al Zuhur ,الزهور,48.9,51.1,136507,75318,3870,58,38487,36831
El Genub ,الجنوب,33.8,66.2,18930,8351,167,45,5528,2823
