district_name_en,district_name,Voters,Valid,Invalid,Percentage,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13
Mount Sinai,طور سيناء,24157,9922,159,41.7%,15,15,8,1954,2092,13,12,163,2017,1677,4,105,1847
Ras Sedr,راس سدر,9727,3677,157,39.4%,6,14,6,1109,535,5,23,49,460,325,0,20,1125
Abou Redis,ابو رديس,8698,2776,76,32.8%,11,6,7,1165,436,8,12,32,255,218,2,14,610
Saint Catherine,سانت كاترين,2800,1586,79,59.5%,14,3,12,790,131,7,19,17,121,82,2,12,376
Sharm el-Sheikh,شرم الشيخ,7498,3018,26,40.6%,0,1,3,639,544,2,3,24,730,696,0,26,350
Dahab,دهب,5098,2060,15,40.7%,8,8,2,576,351,2,4,24,291,462,0,14,318
Nuweiba,نويبع,4356,1540,25,35.9%,2,0,2,674,203,1,3,18,191,186,1,6,253
Taba,طابا,98,30,0,30.6%,0,1,0,4,6,0,0,0,2,2,0,0,15
Total,الإجمالي,62432,24609,537,40.3%,56,48,40,6911,4298,38,76,327,4067,3648,9,197,4894
