district_name_en,district_name,Voters,Valid,Invalid,Percentage,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13
Bandar el Fayum,بندرالفيوم,230668,114109,1574,50.2%,128,83,94,7534,33085,153,88,1308,25940,15540,33,788,29335
El Fayum district,مركز الفيوم,229635,95821,4193,43.6%,173,129,83,3625,21137,132,107,591,12274,3422,95,366,53687
Ibshway district,مركز ابشواى,184271,69470,3372,39.5%,146,94,93,3398,21625,165,63,311,4217,2854,101,307,36096
Atsa district,مركز اطسا,302349,107596,4467,37.1%,265,166,143,6482,25563,179,148,801,10219,4537,132,466,58495
Snusar district,مركز سنورس,263661,103250,4540,40.9%,172,122,113,6108,30607,231,114,651,10534,6949,109,497,47043
Tamiya district,مركز طامية,185025,66207,2346,37.1%,109,106,72,3105,22367,152,89,356,8954,2545,50,204,28098
Yusuf al-Siddiq dstrict,مركز يوسف الصديق,154474,59257,2968,40.3%,129,73,71,2306,14217,112,66,200,2946,2035,100,271,36731
Total,الإجمالي,1550083,615710,23460,41.2%,1122,773,669,32558,168601,1124,675,4218,75084,37882,620,2899,289485
