district_name_en,district_name,Voters,Valid,Invalid,Percentage,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13
El Suez,السويس,54015,33949,274,63.4%,27,17,22,7838,6974,50,6,407,3962,9591,8,342,4705
El Arbeen ,الاربعين,166735,86921,1038,52.8%,117,107,76,18376,17428,106,77,826,10171,18175,31,905,20526
Faysal,فيصل,98648,58288,522,59.6%,52,58,65,11015,12292,88,38,621,5434,14204,5,632,13784
El Genayen,الجناين,54555,24034,418,44.8%,47,53,26,5372,4104,23,43,165,1875,2536,17,198,9575
Ataka,عتاقة,7389,4547,38,62.1%,7,6,5,870,996,8,1,67,375,1028,2,48,1134
Total,الإجمالي,381342,207739,2290,55.1%,250,241,194,43471,41794,275,165,2086,21817,45534,63,2125,49724
